scilifelab_id	detailed_name	from_sample_tissue	tissue	organ_name	organ_short_name	color	organ_order	tissue_order	organ_color	comment_260126	keep_260126
E100006699_68	liver (lobe 4)	liver (lobe 4)	liver	Liver & gallbladder	Liver & Gallbladder	#D1CBE5	7	126	#38999B		
E100006699_42	liver (lobe 4)	liver (lobe 4)	liver	Liver & gallbladder	Liver & Gallbladder	#D1CBE5	7	126	#38999B		
E100006697_14	liver (lobe 4)	liver (lobe 4)	liver	Liver & gallbladder	Liver & Gallbladder	#D1CBE5	7	126	#38999B		
E100006699_83	pancreas	pancreas	pancreas	Pancreas	Pancreas	#96C08E	8	4	#D1CBE5		
E100006699_45	pancreas	pancreas	pancreas	Pancreas	Pancreas	#96C08E	8	4	#D1CBE5		
E100006698_75	pancreas	pancreas	pancreas	Pancreas	Pancreas	#96C08E	8	4	#D1CBE5		
E100006697_100	pancreas	pancreas	pancreas	Pancreas	Pancreas	#96C08E	8	4	#D1CBE5		
E100006701_59	kidney (cortex)	kidney (cortex)	kidney	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	0	#EEC2D8		
E100006701_35	kidney (cortex)	kidney (cortex)	kidney	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	0	#EEC2D8		
E100006700_90	kidney (cortex)	kidney (cortex)	kidney	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	0	#EEC2D8		
E100006700_59	kidney (cortex)	kidney (cortex)	kidney	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	0	#EEC2D8		
E100006699_15	kidney (cortex)	kidney (cortex)	kidney	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	0	#EEC2D8		
E100006703_97	kidney (medulla)	kidney (medulla)	kidney	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	0	#EEC2D8		
E100006702_77	kidney (medulla)	kidney (medulla)	kidney	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	0	#EEC2D8		
E100006702_14	kidney (medulla)	kidney (medulla)	kidney	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	0	#EEC2D8		
E100006698_83	kidney (medulla)	kidney (medulla)	kidney	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	0	#EEC2D8		
E100006702_69	urinary bladder	urinary bladder	urinary bladder	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	32	#EEC2D8		
E100006702_42	urinary bladder	urinary bladder	urinary bladder	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	32	#EEC2D8		
E100006701_1	urinary bladder	urinary bladder	urinary bladder	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	32	#EEC2D8		
E100006695_82	urinary bladder	urinary bladder	urinary bladder	Kidney & urinary bladder	Kidney & Urinary bladder	#F9A266	9	32	#EEC2D8		
E100006700_77	bulbourethral gland	bulbourethral gland	male glands	Male reproductive system	Male tissues	#95D4F5	10	0	#178F5D		
E100006700_94	penis	penis	penis	Male reproductive system	Male tissues	#95D4F5	10	0	#178F5D		
E100006700_57	penis	penis	penis	Male reproductive system	Male tissues	#95D4F5	10	0	#178F5D		
E100006700_69	testis	testis	testis	Male reproductive system	Male tissues	#95D4F5	10	40	#178F5D		
E100006697_53	testis	testis	testis	Male reproductive system	Male tissues	#95D4F5	10	40	#178F5D		
E100006700_86	epididymis	epididymis	epididymis	Male reproductive system	Male tissues	#95D4F5	10	42	#178F5D		
E100006699_86	epididymis	epididymis	epididymis	Male reproductive system	Male tissues	#95D4F5	10	42	#178F5D		
E100006697_33	epididymis	epididymis	epididymis	Male reproductive system	Male tissues	#95D4F5	10	42	#178F5D		
E100006702_63	prostate	prostate	male glands	Male reproductive system	Male tissues	#95D4F5	10	43	#178F5D	caught more seminal vesicle genes	discuss
E100006702_62	prostate	prostate	male glands	Male reproductive system	Male tissues	#95D4F5	10	43	#178F5D	caught more seminal vesicle genes	discuss
E100006699_46	prostate	prostate	male glands	Male reproductive system	Male tissues	#95D4F5	10	43	#178F5D	"has prostatic glandular cells, good"	
E100006698_79	prostate	prostate	male glands	Male reproductive system	Male tissues	#95D4F5	10	43	#178F5D	"has prostatic glandular cells, good"	
E100006697_52	prostate	prostate	male glands	Male reproductive system	Male tissues	#95D4F5	10	43	#178F5D	caught more seminal vesicle genes	discuss
E100006700_96	seminal vesicle	seminal vesicle	male glands	Male reproductive system	Male tissues	#95D4F5	10	44	#178F5D		
E100006697_35	seminal vesicle	seminal vesicle	male glands	Male reproductive system	Male tissues	#95D4F5	10	44	#178F5D		
E100006703_46	male preputial gland	male preputial gland	male glands	Male reproductive system	Male tissues	#95D4F5	10	127	#178F5D		
E100006702_59	male preputial gland	male preputial gland	male glands	Male reproductive system	Male tissues	#95D4F5	10	127	#178F5D		
E100006703_14	ductus deferens	ductus deferens	ductus deferens	Male reproductive system	Male tissues	#95D4F5	10	173	#178F5D		
E100006701_14	ductus deferens	ductus deferens	ductus deferens	Male reproductive system	Male tissues	#95D4F5	10	173	#178F5D		
E100006700_81	ductus deferens	ductus deferens	ductus deferens	Male reproductive system	Male tissues	#95D4F5	10	173	#178F5D		
E100006701_26	vagina	vagina	vagina	Breast & female reproductive system	Female tissues	#F8BDD7	11	1	#886AA0		
E100006701_2	vagina	vagina	vagina	Breast & female reproductive system	Female tissues	#F8BDD7	11	1	#886AA0		
E100006702_96	breast	breast	breast	Breast & female reproductive system	Female tissues	#F8BDD7	11	50	#886AA0		
E100006700_127	breast	breast	breast	Breast & female reproductive system	Female tissues	#F8BDD7	11	50	#886AA0	"got a bit of skin, but fine no?"	
E100006695_96	breast	breast	breast	Breast & female reproductive system	Female tissues	#F8BDD7	11	50	#886AA0		
E100006703_121	cervix	cervix	cervix	Breast & female reproductive system	Female tissues	#F8BDD7	11	53	#886AA0		
E100006701_45	cervix	cervix	cervix	Breast & female reproductive system	Female tissues	#F8BDD7	11	53	#886AA0		
E100006702_74	endometrium 1	endometrium	endometrium	Breast & female reproductive system	Female tissues	#F8BDD7	11	55	#886AA0	"has high msucle tissue, similar to uterus 6702_91"	Discuss
E100006699_95	endometrium 1	endometrium	endometrium	Breast & female reproductive system	Female tissues	#F8BDD7	11	55	#886AA0	more simlar to rest of uterus	Discuss
E100006702_75	fallopian tube	fallopian tube	fallopian tube	Breast & female reproductive system	Female tissues	#F8BDD7	11	58	#886AA0		
E100006699_96	fallopian tube	fallopian tube	fallopian tube	Breast & female reproductive system	Female tissues	#F8BDD7	11	58	#886AA0		
E100006703_101	ovary	ovary	ovary	Breast & female reproductive system	Female tissues	#F8BDD7	11	59	#886AA0		
E100006702_83	ovary	ovary	ovary	Breast & female reproductive system	Female tissues	#F8BDD7	11	59	#886AA0		
E100006702_13	clitoris	clitoris	clitoris	Breast & female reproductive system	Female tissues	#F8BDD7	11	121	#886AA0		
E100006701_13	clitoris	clitoris	clitoris	Breast & female reproductive system	Female tissues	#F8BDD7	11	121	#886AA0		
E100006695_84	clitoris	clitoris	clitoris	Breast & female reproductive system	Female tissues	#F8BDD7	11	121	#886AA0		
E100006703_4	female preputial gland	female preputial gland	female glands	Breast & female reproductive system	Female tissues	#F8BDD7	11	124	#886AA0		
E100006702_4	female preputial gland	female preputial gland	female glands	Breast & female reproductive system	Female tissues	#F8BDD7	11	124	#886AA0		
E100006701_4	female preputial gland	female preputial gland	female glands	Breast & female reproductive system	Female tissues	#F8BDD7	11	124	#886AA0		
E100006703_104	uterus	uterus	uterus	Breast & female reproductive system	Female tissues	#F8BDD7	11	136	#886AA0		
E100006702_91	uterus	uterus	uterus	Breast & female reproductive system	Female tissues	#F8BDD7	11	136	#886AA0		
E100006700_104	uterus	uterus	uterus	Breast & female reproductive system	Female tissues	#F8BDD7	11	136	#886AA0		
E100006698_104	uterus	uterus	uterus	Breast & female reproductive system	Female tissues	#F8BDD7	11	136	#886AA0		
E100006703_99	heart atrium	heart atrium	heart	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006703_42	heart atrium	heart atrium	heart	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006703_32	heart atrium	heart atrium	heart	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006701_32	heart atrium	heart atrium	heart	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006699_64	heart atrium	heart atrium	heart	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006703_43	heart wall	heart wall	heart	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006701_64	heart wall	heart wall	heart	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006699_65	heart wall	heart wall	heart	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006698_2	heart wall	heart wall	heart	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006703_102	smooth muscle (intestine)	smooth muscle (intestine)	smooth muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006702_86	smooth muscle (intestine)	smooth muscle (intestine)	smooth muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C	didn't catch smooth muscle	FALSE
E100006700_99	smooth muscle (intestine)	smooth muscle (intestine)	smooth muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006699_57	smooth muscle (intestine)	smooth muscle (intestine)	smooth muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006697_99	smooth muscle (intestine)	smooth muscle (intestine)	smooth muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006695_102	smooth muscle (intestine)	smooth muscle (intestine)	smooth muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006701_69	skeletal muscle	skeletal muscle	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006701_63	skeletal muscle	skeletal muscle	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006701_49	skeletal muscle	skeletal muscle	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006700_97	skeletal muscle	skeletal muscle	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006700_63	skeletal muscle	skeletal muscle	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006695_49	skeletal muscle	skeletal muscle	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006703_123	diaphragm	diaphragm	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006702_71	diaphragm	diaphragm	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006701_3	diaphragm	diaphragm	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006700_74	diaphragm	diaphragm	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006699_74	diaphragm	diaphragm	skeletal muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	122	#734F3C		
E100006698_82	smooth muscle (uterus)	smooth muscle (uterus)	smooth muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	133	#734F3C		
E100006697_73	smooth muscle (uterus)	smooth muscle (uterus)	smooth muscle	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	133	#734F3C		
E100006703_1	abdominal adipose tissue	abdominal adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F	"high on immune cells, lots of adrenal gland"	FALSE
E100006702_94	abdominal adipose tissue	abdominal adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F	lots of adrenal gland	review
E100006702_44	abdominal adipose tissue	abdominal adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F	lots of adrenal gland	review
E100006698_94	abdominal adipose tissue	abdominal adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F	lots of adrenal gland	review
E100006697_116	abdominal adipose tissue	abdominal adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F	lots of adrenal gland	review
E100006702_72	orbital adipose tissue	orbital adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006702_45	orbital adipose tissue	orbital adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006702_1	orbital adipose tissue	orbital adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006699_90	orbital adipose tissue	orbital adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006700_76	aorta	aorta	aorta	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006699_78	aorta	aorta	aorta	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006699_1	aorta	aorta	aorta	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006698_70	aorta	aorta	aorta	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	0	#734F3C		
E100006701_43	ear cartilage	ear cartilage	cartilage	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006701_25	ear cartilage	ear cartilage	cartilage	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006699_63	ear cartilage	ear cartilage	cartilage	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006697_30	joint cartilage	joint cartilage	cartilage	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006700_58	pleura	pleura	mesothelial tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006701_116	synovial tissue	synovial tissue	synovial tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006699_58	synovial tissue	synovial tissue	synovial tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006697_103	synovial tissue	synovial tissue	synovial tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006703_122	vagus nerve	vagus nerve	vagus nerve	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006702_92	vagus nerve	vagus nerve	vagus nerve	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006702_70	vagus nerve	vagus nerve	vagus nerve	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006700_73	vagus nerve	vagus nerve	vagus nerve	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006695_122	vagus nerve	vagus nerve	vagus nerve	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	0	#E57C1F		
E100006702_16	artery	peripheral vasculature	peripheral vasculature	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	119	#734F3C		
E100006701_16	artery	peripheral vasculature	peripheral vasculature	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	119	#734F3C		
E100006699_61	artery	peripheral vasculature	peripheral vasculature	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	119	#734F3C	has thyroid gland markers	discuss
E100006703_3	brown adipose	brown adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	120	#E57C1F		
E100006702_47	brown adipose	brown adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	120	#E57C1F		
E100006701_41	brown adipose	brown adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	120	#E57C1F	has skeletal msc	Discuss
E100006700_125	brown adipose	brown adipose	adipose tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	120	#E57C1F	has thyroid gland markers	Discuss
E100006697_125	meninges	meninges	meninges	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	128	#E57C1F		
E100006695_86	meninges	meninges	meninges	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	128	#E57C1F		
E100006695_35	meninges	meninges	meninges	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	128	#E57C1F		
E100006695_126	meninges	meninges	meninges	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	128	#E57C1F		
E100006703_15	outer ear	outer ear	outer ear	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	129	#E57C1F	more cartilage	discuss
E100006701_15	outer ear	outer ear	outer ear	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	129	#E57C1F	more cartilage	discuss
E100006700_83	outer ear	outer ear	outer ear	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	129	#E57C1F	between both	discuss
E100006698_78	outer ear	outer ear	outer ear	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	129	#E57C1F	with serous glands	discuss
E100006698_66	outer ear	outer ear	outer ear	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	129	#E57C1F	with serous glands	discuss
E100006702_84	pericardium	pericardium	mesothelial tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	130	#E57C1F		
E100006702_61	pericardium	pericardium	mesothelial tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	130	#E57C1F		
E100006701_66	pericardium	pericardium	mesothelial tissue	Connective & soft tissue	Connective & Soft tissue	#A7DACD	13	130	#E57C1F		
E100006701_68	tear gland	tear gland	tear gland	Eye	Eye	#A7DACD	13	135	#F7EF8A		
E100006701_55	tear gland	tear gland	tear gland	Eye	Eye	#A7DACD	13	135	#F7EF8A		
E100006700_68	tear gland	tear gland	tear gland	Eye	Eye	#A7DACD	13	135	#F7EF8A		
E100006700_103	tear gland	tear gland	tear gland	Eye	Eye	#A7DACD	13	135	#F7EF8A		
E100006700_102	tear gland	tear gland	tear gland	Eye	Eye	#A7DACD	13	135	#F7EF8A	more skin	FALSE
E100006699_87	tear gland	tear gland	tear gland	Eye	Eye	#A7DACD	13	135	#F7EF8A	more skin	FALSE
E100006699_59	tear gland	tear gland	tear gland	Eye	Eye	#A7DACD	13	135	#F7EF8A	more skin	FALSE
E100006697_77	tear gland	tear gland	tear gland	Eye	Eye	#A7DACD	13	135	#F7EF8A		
E100006697_76	tear gland	tear gland	tear gland	Eye	Eye	#A7DACD	13	135	#F7EF8A	more skin	FALSE
E100006695_55	tear gland	tear gland	tear gland	Eye	Eye	#A7DACD	13	135	#F7EF8A		
E100006700_123	vein	peripheral vasculature	peripheral vasculature	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	137	#734F3C		
E100006699_88	vein	peripheral vasculature	peripheral vasculature	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	137	#734F3C	not super clean	FALSE
E100006699_60	vein	peripheral vasculature	peripheral vasculature	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	137	#734F3C		
E100006697_123	vein	peripheral vasculature	peripheral vasculature	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	137	#734F3C		
E100006697_104	vein	peripheral vasculature	peripheral vasculature	Muscle & vascular tissue	Muscle tissues	#B38C6D	12	137	#734F3C	got a bit of breast tissue?	FALSE
E100006701_70	skin (groin)	skin (groin)	skin	Skin	Skin	#FCCAB3	14	0	#5AB6C8		
E100006699_84	skin (groin)	skin (groin)	skin	Skin	Skin	#FCCAB3	14	0	#5AB6C8		
E100006699_72	skin (groin)	skin (groin)	skin	Skin	Skin	#FCCAB3	14	0	#5AB6C8		
E100006699_47	skin (groin)	skin (groin)	skin	Skin	Skin	#FCCAB3	14	0	#5AB6C8		
E100006699_85	skin (back)	skin (back)	skin	Skin	Skin	#FCCAB3	14	0	#5AB6C8		
E100006699_73	skin (back)	skin (back)	skin	Skin	Skin	#FCCAB3	14	0	#5AB6C8		
E100006699_48	skin (back)	skin (back)	skin	Skin	Skin	#FCCAB3	14	0	#5AB6C8		
E100006698_72	skin (back)	skin (back)	skin	Skin	Skin	#FCCAB3	14	0	#5AB6C8		
E100006703_41	skin (eye)	eye lid	skin	Skin	Skin	#FCCAB3	14	132	#5AB6C8		
E100006703_16	skin (eye)	eye lid	skin	Skin	Skin	#FCCAB3	14	132	#5AB6C8		
E100006701_48	skin (eye)	eye lid	skin	Skin	Skin	#FCCAB3	14	132	#5AB6C8		
E100006701_30	skin (eye)	eye lid	skin	Skin	Skin	#FCCAB3	14	132	#5AB6C8		
E100006700_85	skin (eye)	eye lid	skin	Skin	Skin	#FCCAB3	14	132	#5AB6C8		
E100006700_84	skin (eye)	eye lid	skin	Skin	Skin	#FCCAB3	14	132	#5AB6C8		
E100006699_94	skin (eye)	eye lid	skin	Skin	Skin	#FCCAB3	14	132	#5AB6C8		
E100006699_81	skin (eye)	eye lid	skin	Skin	Skin	#FCCAB3	14	132	#5AB6C8		
E100006695_85	skin (eye)	eye lid	skin	Skin	Skin	#FCCAB3	14	132	#5AB6C8		
E100006695_30	skin (eye)	eye lid	skin	Skin	Skin	#FCCAB3	14	132	#5AB6C8		
E100006699_91	bone marrow	bone marrow	bone marrow	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	70	#C43732		
E100006699_62	bone marrow	bone marrow	bone marrow	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	70	#C43732		
E100006699_2	bone marrow	bone marrow	bone marrow	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	70	#C43732		
E100006697_55	bone marrow	bone marrow	bone marrow	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	70	#C43732		
E100006702_80	lymph node	lymph node	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732	bit of urothelial cells	Discuss
E100006699_69	lymph node	lymph node	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732	has pancreas genes	FALSE
E100006699_43	lymph node	lymph node	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732		
E100006698_71	lymph node	lymph node	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732		
E100006703_103	spleen	spleen	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732		
E100006702_87	spleen	spleen	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732	"few adrenal cortex genes, probably very few but still?"	Discuss
E100006702_66	spleen	spleen	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732		
E100006700_65	spleen	spleen	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732		
E100006695_103	spleen	spleen	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732		
E100006698_77	thymus	thymus	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732		
E100006697_78	thymus	thymus	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732		
E100006697_37	thymus	thymus	lymphoid tissue	Bone marrow & immune system	Bone marrow & Lymphoid tissues	#DE6C7D	15	245	#C43732		
