scilifelab_id	from_sample_tissue	tissue	organ_name	organ_short_name	color	organ_order	tissue_order
E100006700_63	skeletal muscle	skeletal muscle	Muscle tissues	Muscle tissues	#B38C6D	12	122
E100006695_49	skeletal muscle	skeletal muscle	Muscle tissues	Muscle tissues	#B38C6D	12	122
E100006703_123	diaphragm	skeletal muscle	Muscle tissues	Muscle tissues	#B38C6D	12	122
E100006702_71	diaphragm	skeletal muscle	Muscle tissues	Muscle tissues	#B38C6D	12	122
E100006701_3	diaphragm	skeletal muscle	Muscle tissues	Muscle tissues	#B38C6D	12	122
E100006700_74	diaphragm	skeletal muscle	Muscle tissues	Muscle tissues	#B38C6D	12	122
E100006699_74	diaphragm	skeletal muscle	Muscle tissues	Muscle tissues	#B38C6D	12	122
E100006698_82	smooth muscle (uterus)	smooth muscle	Muscle tissues	Muscle tissues	#B38C6D	12	133
E100006697_73	smooth muscle (uterus)	smooth muscle	Muscle tissues	Muscle tissues	#B38C6D	12	133
E100006703_1	abdominal adipose tissue	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006702_94	abdominal adipose tissue	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006702_44	abdominal adipose tissue	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006698_94	abdominal adipose tissue	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006697_116	abdominal adipose tissue	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006702_72	orbital adipose tissue	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006702_45	orbital adipose tissue	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006702_1	orbital adipose tissue	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006699_90	orbital adipose tissue	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006700_76	aorta	aorta	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006699_78	aorta	aorta	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006699_1	aorta	aorta	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006698_70	aorta	aorta	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006701_43	ear cartilage	cartilage	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006701_25	ear cartilage	cartilage	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006699_63	ear cartilage	cartilage	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006697_30	joint cartilage	cartilage	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006700_58	pleura	mesothelial tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006701_116	synovial tissue	synovial tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006699_58	synovial tissue	synovial tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006697_103	synovial tissue	synovial tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006703_122	vagus nerve	vagus nerve	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006702_92	vagus nerve	vagus nerve	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006702_70	vagus nerve	vagus nerve	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006700_73	vagus nerve	vagus nerve	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006695_122	vagus nerve	vagus nerve	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	0
E100006702_16	artery	circulatory system	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	119
E100006701_16	artery	circulatory system	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	119
E100006699_61	artery	circulatory system	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	119
E100006703_3	brown adipose	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	120
E100006702_47	brown adipose	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	120
E100006701_41	brown adipose	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	120
E100006700_125	brown adipose	adipose tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	120
E100006697_125	meninges	meninges	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	128
E100006695_86	meninges	meninges	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	128
E100006695_35	meninges	meninges	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	128
E100006695_126	meninges	meninges	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	128
E100006703_15	outer ear	outer ear	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	129
E100006701_15	outer ear	outer ear	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	129
E100006700_83	outer ear	outer ear	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	129
E100006698_78	outer ear	outer ear	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	129
E100006698_66	outer ear	outer ear	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	129
E100006702_84	pericardium	mesothelial tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	130
E100006702_61	pericardium	mesothelial tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	130
E100006701_66	pericardium	mesothelial tissue	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	130
E100006701_68	tear gland	tear gland	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	135
E100006701_55	tear gland	tear gland	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	135
E100006700_68	tear gland	tear gland	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	135
E100006700_103	tear gland	tear gland	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	135
E100006700_102	tear gland	tear gland	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	135
E100006699_87	tear gland	tear gland	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	135
E100006699_59	tear gland	tear gland	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	135
E100006697_77	tear gland	tear gland	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	135
E100006697_76	tear gland	tear gland	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	135
E100006695_55	tear gland	tear gland	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	135
E100006700_123	vein	vein	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	137
E100006699_88	vein	vein	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	137
E100006699_60	vein	vein	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	137
E100006697_123	vein	vein	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	137
E100006697_104	vein	vein	Connective & Soft tissue	Connective & Soft tissue	#A7DACD	13	137
E100006701_70	skin (groin)	skin	Skin	Skin	#FCCAB3	14	0
E100006699_84	skin (groin)	skin	Skin	Skin	#FCCAB3	14	0
E100006699_72	skin (groin)	skin	Skin	Skin	#FCCAB3	14	0
E100006699_47	skin (groin)	skin	Skin	Skin	#FCCAB3	14	0
E100006699_85	skin (back)	skin	Skin	Skin	#FCCAB3	14	0
E100006699_73	skin (back)	skin	Skin	Skin	#FCCAB3	14	0
E100006699_48	skin (back)	skin	Skin	Skin	#FCCAB3	14	0
E100006698_72	skin (back)	skin	Skin	Skin	#FCCAB3	14	0
E100006703_41	skin (eye)	skin	Skin	Skin	#FCCAB3	14	132
E100006703_16	skin (eye)	skin	Skin	Skin	#FCCAB3	14	132
E100006701_48	skin (eye)	skin	Skin	Skin	#FCCAB3	14	132
E100006701_30	skin (eye)	skin	Skin	Skin	#FCCAB3	14	132
E100006700_85	skin (eye)	skin	Skin	Skin	#FCCAB3	14	132
E100006700_84	skin (eye)	skin	Skin	Skin	#FCCAB3	14	132
E100006699_94	skin (eye)	skin	Skin	Skin	#FCCAB3	14	132
E100006699_81	skin (eye)	skin	Skin	Skin	#FCCAB3	14	132
E100006695_85	skin (eye)	skin	Skin	Skin	#FCCAB3	14	132
E100006695_30	skin (eye)	skin	Skin	Skin	#FCCAB3	14	132
E100006699_91	bone marrow	bone marrow	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	70
E100006699_62	bone marrow	bone marrow	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	70
E100006699_2	bone marrow	bone marrow	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	70
E100006697_55	bone marrow	bone marrow	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	70
E100006702_80	lymph node	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006699_69	lymph node	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006699_43	lymph node	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006698_71	lymph node	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006703_103	spleen	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006702_87	spleen	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006702_66	spleen	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006700_65	spleen	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006695_103	spleen	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006698_77	thymus	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006697_78	thymus	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
E100006697_37	thymus	lymphoid tissue	Bone marrow & Lymphoid tissues	Bone marrow & Lymphoid tissues	#DE6C7D	15	245
